Id;ADC_ADC_Name__c;ADC_Benefit_Type__c;ADC_DME_Fax__c;ADC_DME_Name__c;ADC_DME_Phone__c;ADC_External_ID__c;ADC_Product__c;ADC_State__c;ADC_Valid_Contract_Status__c;ADC_Valid_Dispense_Status__c;ADC_Type__c;JF_State Name;JF_Insurance
9312;Summacare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Summacare_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Summacare
9364;Trillium Community Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Trillium Community Health Plan - Centene_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Trillium Community Health Plan - Centene
796;United Healthcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Unitedhealthcare_Advanced Diabetes Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; United Healthcare
1986;United Healthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Unitedhealthcare_Byram Healthcare_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; United Healthcare
4549;United Healthcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Unitedhealthcare_United States Medical Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; United Healthcare
7203;United Healthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Unitedhealthcare_Total Medical Supply, Inc_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; United Healthcare
9417;Upmc For You;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc For You_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Upmc For You
9471;Upmc Health Network;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Network_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Upmc Health Network
9523;Upmc Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Plan_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Upmc Health Plan
848;Upper Peninsula Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Upper Peninsula Health Plan_Advanced Diabetes Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Upper Peninsula Health Plan
4601;Upper Peninsula Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Upper Peninsula Health Plan_United States Medical Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Upper Peninsula Health Plan
900;VIVA Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;VIVA Health_Advanced Diabetes Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; VIVA Health
4653;VIVA Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;VIVA Health_United States Medical Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; VIVA Health
952;Wellcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Wellcare_Advanced Diabetes Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Wellcare
2041;Wellcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Wellcare_Byram Healthcare_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Wellcare
4705;Wellcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Wellcare_United States Medical Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Wellcare
9575;Wellcare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Wellcare_CCS Medical_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Wellcare
7256;WPS Health Insurance;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;WPS Health Insurance_Total Medical Supply, Inc_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; WPS Health Insurance
1005;Zing Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Zing Health_Advanced Diabetes Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Zing Health
4758;Zing Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Zing Health_United States Medical Supply_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Zing Health
2095;Aetna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Aetna_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Aetna
2159;Anthem Blue Cross;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Anthem Blue Cross_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Anthem Blue Cross
2215;Banner Health;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Banner Health_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Banner Health
2267;Blue Advantage Plus;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Advantage Plus_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Blue Advantage Plus
2319;Blue Cross Blue Shield;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Cross Blue Shield_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Blue Cross Blue Shield
2391;Care Improvement Plus - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Care Improvement Plus - Unitedhealthcare_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Care Improvement Plus - Unitedhealthcare
2464;Cigna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Cigna_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Cigna
2540;Health Alliance Connect;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Alliance Connect_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Health Alliance Connect
2593;Health Care Service Corporation;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Care Service Corporation_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Health Care Service Corporation
2697;Mutual Of Omaha Insurance Company;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Mutual Of Omaha Insurance Company_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Mutual Of Omaha Insurance Company
2756;Oxford Health Plans - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Oxford Health Plans - Unitedhealthcare_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Oxford Health Plans - Unitedhealthcare
2824;Selectcare - Wellcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Selectcare - Wellcare_Edgepark Medical Supplies_AK_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AK;TRUE;TRUE;MEDICARE;AK; Selectcare - Wellcare
7309;Absolute Total Care - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Absolute Total Care - Centene_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Absolute Total Care - Centene
3;Aetna;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Aetna_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
1285;Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
2914;Aetna;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Aetna_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
3756;Aetna;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Aetna_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
6428;Aetna;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Aetna_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
7361;Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aetna_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna
1337;Aetna Better Health;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna Better Health_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aetna Better Health
65;Allcare Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Allcare Health_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Allcare Health
3818;Allcare Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Allcare Health_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Allcare Health
6483;Amerigroup Insurance Company - Anthem;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Amerigroup Insurance Company - Anthem_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Amerigroup Insurance Company - Anthem
129;Anthem;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Anthem_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Anthem
1400;Anthem;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Anthem
3882;Anthem;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Anthem_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Anthem
1452;Anthem Blue Cross;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem Blue Cross_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Anthem Blue Cross
2971;Arcadian Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Arcadian Health Plan - Humana_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Arcadian Health Plan - Humana
7416;Arcadian Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arcadian Health Plan - Humana_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Arcadian Health Plan - Humana
7468;Arkansas Health And Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arkansas Health And Wellness - Centene_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Arkansas Health And Wellness - Centene
7520;Aspire Health Plan - Montage Health;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aspire Health Plan - Montage Health_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aspire Health Plan - Montage Health
7573;Aultcare Health Insuring Corporation;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aultcare Health Insuring Corporation_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Aultcare Health Insuring Corporation
7625;Baycare Select Health Plans;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Baycare Select Health Plans_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Baycare Select Health Plans
1521;Blue Cross Blue Shield;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Blue Cross Blue Shield_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield
6547;Blue Cross Blue Shield;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield
198;Blue Cross Blue Shield Of Alabama;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Blue Cross Blue Shield Of Alabama_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield Of Alabama
1536;Blue Cross Blue Shield Of Alabama;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Blue Cross Blue Shield Of Alabama_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield Of Alabama
3951;Blue Cross Blue Shield Of Alabama;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Blue Cross Blue Shield Of Alabama_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield Of Alabama
6599;Blue Cross Blue Shield Of Alabama;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Blue Cross Blue Shield Of Alabama_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield Of Alabama
7676;Blue Cross Blue Shield Of Alabama;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Blue Cross Blue Shield Of Alabama_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Blue Shield Of Alabama
7684;Blue Cross Of Idaho;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Blue Cross Of Idaho_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Blue Cross Of Idaho
208;Bluecross Blueshield Of Alabama;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Bluecross Blueshield Of Alabama_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bluecross Blueshield Of Alabama
1544;Bluecross Blueshield Of Alabama;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Bluecross Blueshield Of Alabama_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bluecross Blueshield Of Alabama
3961;Bluecross Blueshield Of Alabama;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Bluecross Blueshield Of Alabama_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bluecross Blueshield Of Alabama
6662;Bluecross Blueshield Of Alabama;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Bluecross Blueshield Of Alabama_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bluecross Blueshield Of Alabama
7735;Bluecross Blueshield Of Alabama;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bluecross Blueshield Of Alabama_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bluecross Blueshield Of Alabama
7737;Bravo Health - Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bravo Health - Cigna_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bravo Health - Cigna
7789;Bridgeway Health Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Bridgeway Health Solutions - Centene_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bridgeway Health Solutions - Centene
212;Bright Health Management;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Bright Health Management_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bright Health Management
3032;Bright Health Management;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Bright Health Management_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bright Health Management
3965;Bright Health Management;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Bright Health Management_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Bright Health Management
7841;Buckeye Health Plan Community Solutions - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Buckeye Health Plan Community Solutions - Centene_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Buckeye Health Plan Community Solutions - Centene
7895;Capital District Physicians' Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Capital District Physicians' Health Plan_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Capital District Physicians' Health Plan
7947;Captial Advantage - Capital Blue;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Captial Advantage - Capital Blue_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Captial Advantage - Capital Blue
1549;Care Improvement Plus - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Care Improvement Plus - Unitedhealthcare_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Care Improvement Plus - Unitedhealthcare
6664;Care Improvement Plus - Unitedhealthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Care Improvement Plus - Unitedhealthcare_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Care Improvement Plus - Unitedhealthcare
3086;Careplus Health Plans - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Careplus Health Plans - Humana_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Careplus Health Plans - Humana
7999;Careplus Health Plans - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Careplus Health Plans - Humana_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Careplus Health Plans - Humana
3140;Cariten Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Cariten Health Plan - Humana_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Cariten Health Plan - Humana
8051;Cariten Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cariten Health Plan - Humana_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Cariten Health Plan - Humana
1604;Centene Corporation;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Centene Corporation_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Centene Corporation
3192;Centene Corporation;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Centene Corporation_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Centene Corporation
8103;Centene Corporation;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Centene Corporation_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Centene Corporation
3244;Cha Hmo- Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Cha Hmo- Humana_Edwards Health Care Services_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Cha Hmo- Humana
8155;Cha Hmo- Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cha Hmo- Humana_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Cha Hmo- Humana
8207;Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Cigna_CCS Medical_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Cigna
277;Community Care;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Community Care_Advanced Diabetes Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community Care
4030;Community Care;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Community Care_United States Medical Supply_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community Care
6722;Community Care;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Care_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community Care
6774;Community First Health Plans;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community First Health Plans_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community First Health Plans
6826;Community Health Choice;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Health Choice_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community Health Choice
6878;Community Health Group;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Health Group_Total Medical Supply, Inc_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Community Health Group
1661;Coventry Helath Care - Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Coventry Helath Care - Aetna_Byram Healthcare_AL_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;AL;TRUE;TRUE;MEDICARE;AL; Coventry Helath Care - Aetna
